"instructor","course","quarter","dept","Year_2020","Year_2021","Year_2022","Year_2023","trend"
"MURRAY A","GEOG    190","Spring","GEOG",NA,2.11428571428571,NA,2.90869565217391,"No Trend"
"ROBERTS D A","GEOG    175","Spring","GEOG",NA,3.05882352941176,NA,3.15714285714286,"No Trend"
"JAMES A K","GEOG    165","Spring","GEOG",NA,3.67631578947368,NA,NA,"No Trend"
"DEVRIES T J","GEOG    163","Spring","GEOG",NA,2.8547619047619,NA,2.9075,"No Trend"
"LOPEZ-CARR D","GEOG    141A","Spring","GEOG",NA,3.16511627906977,NA,NA,"No Trend"
"CLARKE K","GEOG    126","Spring","GEOG",NA,3.71153846153846,NA,NA,"No Trend"
"CHU V W","GEOG    115C","Spring","GEOG",NA,3.82307692307692,3.875,NA,"No Trend"
"CHU V W","GEOG    113","Spring","GEOG",NA,3.626,NA,NA,"No Trend"
"MONTELLO D R","GEOG      5","Spring","GEOG",NA,2.28609271523179,NA,NA,"No Trend"
"PRIETO E","FR      154L","Spring","FR",NA,3.84666666666667,3.24074074074074,NA,"No Trend"
"MOAK D","FR      154E","Spring","FR",NA,3.21944444444444,NA,NA,"No Trend"
"POWERS R T","FR      101C","Spring","FR",NA,3.92692307692308,NA,NA,"No Trend"
"ROBERTS S C","FR      100","Spring","FR",NA,3.22380952380952,NA,NA,"No Trend"
"SCHULTZ J M","FR        6","Spring","FR",NA,3.425,NA,3.23,"No Trend"
"LABATUT M A","FR        5","Spring","FR",NA,3.62666666666667,NA,NA,"No Trend"
"LABATUT M A","FR        4","Spring","FR",NA,3.41538461538461,NA,NA,"No Trend"
"KAPLAN S C","FR        2","Spring","FR",NA,3.0125,3.444,2,"No Trend"
"KAPLAN S C","FR        1","Spring","FR",NA,3.70625,NA,2.92857142857143,"No Trend"
"PHILLIPS M E","FR        1","Spring","FR",NA,3.32380952380952,NA,2.75263157894737,"No Trend"
"BORIS E C","FEMST   270","Spring","FEMST",NA,3.86666666666667,NA,NA,"No Trend"
"THOMSEN C A","FEMST   250AH","Spring","FEMST",NA,4,NA,NA,"No Trend"
"RICHARDSON M","FEMST   250AG","Spring","FEMST",NA,4,NA,NA,"No Trend"
"VICTORIAN J M","FEMST   186AO","Spring","FEMST",NA,3.385,NA,NA,"No Trend"
"BARVOSA E","FEMST   186AJ","Spring","FEMST",NA,3.37826086956522,NA,NA,"No Trend"
"DOIRON F D","FEMST   182","Spring","FEMST",NA,2.74285714285714,NA,NA,"No Trend"
"DASGUPTA D","FEMST   163","Spring","FEMST",NA,3.952,3.8,NA,"No Trend"
"COLES A P","FEMST   159C","Spring","FEMST",NA,3.41111111111111,NA,NA,"No Trend"
"MILLER-YOUNG","FEMST   150","Spring","FEMST",NA,3.75567765567766,3.70795847750865,NA,"No Trend"
"MORALES N","FEMST    30","Spring","FEMST",NA,3.66236559139785,NA,NA,"No Trend"
"PARKS L A","FAMST   252MD","Spring","FAMST",NA,4,NA,NA,"No Trend"
"HEBDIGE R W","FAMST   250","Spring","FAMST",NA,4,NA,NA,"No Trend"
"SARKAR B","FAMST   192CT","Spring","FAMST",NA,2.93818181818182,3.45308641975309,3.22285714285714,"No Trend"
"SIEGEL G D","FAMST   189SM","Spring","FAMST",NA,3.45,3.47647058823529,NA,"No Trend"
"SHEREEN SAKR","FAMST   189AC","Spring","FAMST",NA,4,NA,NA,"No Trend"
"MCNAMARA J P","FAMST   187SS","Spring","FAMST",NA,3.5,NA,3.37083333333333,"No Trend"
"PARKS L A","FAMST   187RZ","Spring","FAMST",NA,3.66666666666667,NA,NA,"No Trend"
"DAMLUJI M N","FAMST   187OC","Spring","FAMST",NA,3.83529411764706,NA,3.55294117647059,"No Trend"
"WOLFE C C","FAMST   187CC","Spring","FAMST",NA,3.07857142857143,NA,NA,"No Trend"
"MELNICK R D","FAMST   187AN","Spring","FAMST",NA,3.49411764705882,NA,NA,"No Trend"
"BRUSUTTI A","FAMST   155CN","Spring","FAMST",NA,3.17904761904762,NA,NA,"No Trend"
"BLOOM P J","FAMST   150FT","Spring","FAMST",NA,3.28846153846154,NA,NA,"No Trend"
"BLOOM P J","FAMST   119ML","Spring","FAMST",NA,3.06111111111111,2.705,2.89583333333333,"No Trend"
"JENKINS C L","FAMST   118LP","Spring","FAMST",NA,3.475,3.6,NA,"No Trend"
"JENKINS C L","FAMST   118GS","Spring","FAMST",NA,3.6625,3.79285714285714,3.75294117647059,"No Trend"
"JENKINS C L","FAMST   109EA","Spring","FAMST",NA,3.63125,3.65555555555556,NA,"No Trend"
"CALDWELL S","FAMST   108","Spring","FAMST",NA,3.41666666666667,NA,NA,"No Trend"
"HOLT J","FAMST   101E","Spring","FAMST",NA,2.82156862745098,NA,2.74509803921569,"No Trend"
"VENEGAS C","FAMST   101CH","Spring","FAMST",NA,3.33333333333333,NA,NA,"No Trend"
"VENEGAS C","FAMST   101C","Spring","FAMST",NA,3.08850574712644,NA,2.81219512195122,"No Trend"
"FELANDO C L","FAMST    96","Spring","FAMST",NA,2.50588235294118,NA,NA,"No Trend"
"MELNICK R D","FAMST    55QM","Spring","FAMST",NA,3.46164383561644,NA,NA,"No Trend"
"STEINKELLNER","FAMST    54","Spring","FAMST",NA,3.75372340425532,3.4752808988764,NA,"No Trend"
"BRUSUTTI A","FAMST    46H","Spring","FAMST",NA,4,3.85714285714286,NA,"No Trend"
"ORLANDO M D","ESS     160","Spring","ESS",NA,3.71875,3.77571428571429,NA,"No Trend"
"LARSEN A E","ESM     595AL","Spring","ESM",NA,4,4,NA,"No Trend"
"MELACK J M","ESM     510","Spring","ESM",NA,0,NA,NA,"No Trend"
"GAINES S","ESM     430","Spring","ESM",NA,0,NA,NA,"No Trend"
"BUNTAINE M T","ESM     401D","Spring","ESM",NA,4,NA,NA,"No Trend"
"LARSEN A E","ESM     401D","Spring","ESM",NA,4,NA,4,"No Trend"
"MENG K C","ESM     401D","Spring","ESM",NA,4,NA,4,"No Trend"
"STEVENSON-MIC","ESM     401D","Spring","ESM",NA,4,4,NA,"No Trend"
"TAGUE C","ESM     401D","Spring","ESM",NA,4,NA,NA,"No Trend"
"ANDERSON S","ESM     401A","Spring","ESM",NA,4,NA,4,"No Trend"
"CAYLOR K K","ESM     401A","Spring","ESM",NA,4,4,NA,"No Trend"
"COSTELLO C J","ESM     401A","Spring","ESM",NA,4,NA,NA,"No Trend"
"FREW J E","ESM     401A","Spring","ESM",NA,4,NA,NA,"No Trend"
"GAINES S","ESM     401A","Spring","ESM",NA,4,4,4,"No Trend"
"JASECHKO S A","ESM     401A","Spring","ESM",NA,3.94,NA,3.94,"No Trend"
"KOLSTAD C D","ESM     401A","Spring","ESM",NA,4,NA,NA,"No Trend"
"MASANET E R","ESM     401A","Spring","ESM",NA,4,NA,NA,"No Trend"
"COTTER E E","ESM     298","Spring","ESM",NA,3.94,NA,NA,"No Trend"
"DAVIS F W","ESM     296","Spring","ESM",NA,4,4,0,"No Trend"
"SALZMAN J E","ESM     277","Spring","ESM",NA,3.66666666666667,NA,3.82857142857143,"No Trend"
"CARLETON T A","ESM     204","Spring","ESM",NA,3.76103896103896,3.6,3.23768115942029,"No Trend"
"BALAVAGE M L","ES   1-  15A","Spring","ES",NA,0,NA,NA,"No Trend"
"CHECKETTS A W","ES   1-   2","Spring","ES",NA,0,0,0,"No Trend"
"MCMURTREY M J","ENV S   193TK","Spring","ENV",NA,3.16333333333333,3.540625,3.28620689655172,"No Trend"
"CARLISLE E W","ENV S   193TF","Spring","ENV",NA,3.81818181818182,NA,NA,"No Trend"
"ALAGONA P S","ENV S   193SY","Spring","ENV",NA,3.92857142857143,NA,NA,"No Trend"
"MACDONALD A J","ENV S   193PH","Spring","ENV",NA,3.62647058823529,NA,NA,"No Trend"
"GRAY S M","ENV S   183","Spring","ENV",NA,3.6972972972973,NA,NA,"No Trend"
"MILDENBERGER","ENV S   177","Spring","ENV",NA,3.37704918032787,NA,NA,"No Trend"
"FINN E C","ENV S   176","Spring","ENV",NA,3.22295081967213,NA,NA,"No Trend"
"CLARK J","ENV S   169","Spring","ENV",NA,2.67142857142857,NA,3.06,"No Trend"
"CARLISLE E W","ENV S   150","Spring","ENV",NA,4,NA,3.88095238095238,"No Trend"
"FELDWINN D L","ENV S   136","Spring","ENV",NA,2.47142857142857,2.8,2.64444444444444,"No Trend"
"FITCH R L","ENV S   128","Spring","ENV",NA,3.55277777777778,3.58604651162791,3.614,"No Trend"
"FOX M S","ENV S   125B","Spring","ENV",NA,3.56666666666667,NA,NA,"No Trend"
"GARDNER H K","ENV S   120B","Spring","ENV",NA,3.36153846153846,NA,NA,"No Trend"
"PULVER S","ENV S   117","Spring","ENV",NA,3.61014492753623,3.48,3.38445595854922,"No Trend"
"ALESSIO P A","ENV S   113","Spring","ENV",NA,3.27272727272727,NA,NA,"No Trend"
"MARTIN J A","ENV S   106","Spring","ENV",NA,3.45272727272727,NA,NA,"No Trend"
"GUILLIAMS C M","ENV S   103A","Spring","ENV",NA,3.41666666666667,NA,NA,"No Trend"
"LEHMAN K E","ENV S   103A","Spring","ENV",NA,3.41666666666667,NA,NA,"No Trend"
"HEILMAYR R F","ENV S    30","Spring","ENV",NA,3.31571428571429,NA,NA,"No Trend"
"MORAGA C L","ENGL    265IS","Spring","ENGL",NA,3.34285714285714,NA,NA,"No Trend"
"PARK S","ENGL    265BP","Spring","ENGL",NA,3.9625,NA,NA,"No Trend"
"BATISTE S L","ENGL    235","Spring","ENGL",NA,3.95,NA,NA,"No Trend"
"HUANG YU","ENGL    235","Spring","ENGL",NA,3.94,NA,NA,"No Trend"
"SHEWRY T J","ENGL    234","Spring","ENGL",NA,4,NA,NA,"No Trend"
"PARK S","ENGL    197","Spring","ENGL",NA,3.46666666666667,NA,NA,"No Trend"
"RALEY R M","ENGL    197","Spring","ENGL",NA,2.13571428571429,NA,NA,"No Trend"
"SALTON-COX G","ENGL    197","Spring","ENGL",NA,3.67058823529412,NA,NA,"No Trend"
"REEVE D J","ENGL    195I","Spring","ENGL",NA,4,4,NA,"No Trend"
"MCCANTS K A","ENGL    192WW","Spring","ENGL",NA,3.0484375,NA,NA,"No Trend"
"RALEY R M","ENGL    189","Spring","ENGL",NA,3.17878787878788,NA,NA,"No Trend"
"BATISTE S L","ENGL    183WP","Spring","ENGL",NA,3.97272727272727,NA,NA,"No Trend"
"YOUNG K","ENGL    170MT","Spring","ENGL",NA,3.64166666666667,NA,NA,"No Trend"
"PARK S","ENGL    170MB","Spring","ENGL",NA,3.45826771653543,NA,NA,"No Trend"
"ATNIP L M","ENGL    165WN","Spring","ENGL",NA,3.371875,NA,NA,"No Trend"
"SAMOLSKY R E","ENGL    165AE","Spring","ENGL",NA,3.20869565217391,3.564,3.50833333333333,"No Trend"
"YOUNG K","ENGL    151JA","Spring","ENGL",NA,3.49583333333333,NA,NA,"No Trend"
"DUFFY A E","ENGL    150S","Spring","ENGL",NA,4,4,4,"No Trend"
"DUFFY A E","ENGL    150","Spring","ENGL",NA,3.38869047619048,3.03181818181818,3.14198895027624,"No Trend"
"GHOSH B","ENGL    147GM","Spring","ENGL",NA,3.30333333333333,NA,NA,"No Trend"
"RANA S","ENGL    134RJ","Spring","ENGL",NA,3.29130434782609,3.37826086956522,3.12083333333333,"No Trend"
"SALTON-COX G","ENGL    122UM","Spring","ENGL",NA,3.60714285714286,NA,NA,"No Trend"
"SALTON-COX G","ENGL    122RS","Spring","ENGL",NA,3.54137931034483,NA,NA,"No Trend"
"SHEWRY T J","ENGL    122FE","Spring","ENGL",NA,3.83783783783784,NA,NA,"No Trend"
"HUANG YU","ENGL    104AS","Spring","ENGL",NA,3.95714285714286,3.8,3.88333333333333,"No Trend"
"HUANG YU","ENGL    104A","Spring","ENGL",NA,3.35921787709497,3.24565217391304,3.36010928961749,"No Trend"
"GILMORE T B","ENGL    103B","Spring","ENGL",NA,3.32214765100671,NA,3.60833333333333,"No Trend"
"LIU A Y","ENGL     25S","Spring","ENGL",NA,4,4,NA,"No Trend"
"DONNELLY B","ENGL     10","Spring","ENGL",NA,3.3318339100346,NA,NA,"No Trend"
"HODGES S A","EEMB    595EV","Spring","EEMB",NA,4,NA,NA,"No Trend"
"OAKLEY T H","EEMB    595EV","Spring","EEMB",NA,4,NA,NA,"No Trend"
"TURNER T L","EEMB    595EV","Spring","EEMB",NA,4,NA,NA,"No Trend"
"OONO R","EEMB    595D","Spring","EEMB",NA,4,NA,NA,"No Trend"
"SCHIMEL J P","EEMB    595D","Spring","EEMB",NA,4,NA,NA,"No Trend"
"WILBANKS E G","EEMB    595BD","Spring","EEMB",NA,4,3.88333333333333,4,"No Trend"
"IGLESIAS-RODR","EEMB    243","Spring","EEMB",NA,3.96666666666667,NA,NA,"No Trend"
"MAZER S J","EEMB    194M","Spring","EEMB",NA,3.97857142857143,NA,4,"No Trend"
"MOELLER H V","EEMB    194CA","Spring","EEMB",NA,3.2,4,NA,"No Trend"
"WILBANKS E G","EEMB    194BD","Spring","EEMB",NA,4,NA,NA,"No Trend"
"EVEN T J","EEMB    183","Spring","EEMB",NA,0,NA,NA,"No Trend"
"IGLESIAS-RODR","EEMB    158","Spring","EEMB",NA,3.42058823529412,NA,NA,"No Trend"
"FITCH R L","EEMB    128","Spring","EEMB",NA,3.476,3.425,3.83,"No Trend"
"MAZER S J","EEMB    127L","Spring","EEMB",NA,3.93703703703704,3.8,NA,"No Trend"
"GUILLIAMS C M","EEMB    103A","Spring","EEMB",NA,3.14,NA,NA,"No Trend"
"OAKLEY T H","EEMB    102H","Spring","EEMB",NA,4,4,NA,"No Trend"
"CARLSON C A","EEMB      3","Spring","EEMB",NA,3.38091482649842,3.34573770491803,2.87641325536062,"No Trend"
"HOFMANN G E","EEMB      3","Spring","EEMB",NA,3.38091482649842,NA,NA,"No Trend"
"EVEN T J","EEMB      2LL","Spring","EEMB",NA,3.90026455026455,3.88444976076555,3.89743935309973,"No Trend"
"LATTO J G","EEMB      2LL","Spring","EEMB",NA,3.90026455026455,3.88444976076555,3.89743935309973,"No Trend"
"NGUYEN A T","EEMB      2LL","Spring","EEMB",NA,3.90026455026455,3.88444976076555,3.89743935309973,"No Trend"
"ESTABROOK J A","ED   HSS371","Spring","ED",NA,0,0,0,"No Trend"
"MULLIN C D","ED   HSS371","Spring","ED",NA,0,0,0,"No Trend"
"GRIBBLE J W","ED      324","Spring","ED",NA,4,4,NA,"No Trend"
"ROMO L F","ED      277","Spring","ED",NA,3.95,NA,NA,"No Trend"
"LAMBERT R","ED      265C","Spring","ED",NA,0,0,0,"No Trend"
"SCALZO J N","ED      265C","Spring","ED",NA,0,0,0,"No Trend"
"SLOAN T F","ED      265C","Spring","ED",NA,0,NA,NA,"No Trend"
"HARLOW D B","ED      256","Spring","ED",NA,4,NA,NA,"No Trend"
"SATTIN-BAJAJ","ED      240A","Spring","ED",NA,3.60833333333333,NA,3.7625,"No Trend"
"SINGER G H S","ED      222D","Spring","ED",NA,3.61666666666667,NA,NA,"No Trend"
"LAMBERT R","ED      222A","Spring","ED",NA,3.97857142857143,NA,NA,"No Trend"
"NYLUND K L","ED      214C","Spring","ED",NA,3.95833333333333,NA,NA,"No Trend"
"RIOS R M","ED      211G","Spring","ED",NA,4,NA,NA,"No Trend"
"KYRATZIS A","ED      210D","Spring","ED",NA,4,4,NA,"No Trend"
"AZZAM T","ED      145","Spring","ED",NA,3.53571428571429,NA,NA,"No Trend"
"BRENNER M E","ED      124","Spring","ED",NA,3.93684210526316,NA,NA,"No Trend"
"RIOS R M","ED      111","Spring","ED",NA,3.57008547008547,3.63125,3.79852941176471,"No Trend"
"BARRAGE L","ECON    290","Spring","ECON",NA,0,0,NA,"No Trend"
"DE CHAISEMART","ECON    290","Spring","ECON",NA,0,NA,NA,"No Trend"
"EYSTER E","ECON    290","Spring","ECON",NA,0,0,0,"No Trend"
"FRECH H E","ECON    290","Spring","ECON",NA,0,0,0,"No Trend"
"GARRATT R J","ECON    290","Spring","ECON",NA,0,NA,NA,"No Trend"
"STARTZ R","ECON    290","Spring","ECON",NA,0,0,0,"No Trend"
"YUKSEL S","ECON    290","Spring","ECON",NA,0,0,0,"No Trend"
"COSTELLO C J","ECON    260D","Spring","ECON",NA,4,4,NA,"No Trend"
"BEDARD K L","ECON    194DG","Spring","ECON",NA,4,NA,NA,"No Trend"
"UHRIG R A","ECON    181","Spring","ECON",NA,3.3625,NA,NA,"No Trend"
"JIANG X","ECON    171","Spring","ECON",NA,2.438,NA,NA,"No Trend"
"VAZQUEZ-BARE","ECON    140A","Spring","ECON",NA,3.37923728813559,3.01740506329114,3.08516129032258,"No Trend"
"GROVER S R","ECON    137AH","Spring","ECON",NA,0,NA,NA,"No Trend"
"GARRATT R J","ECON    135","Spring","ECON",NA,3.33863636363636,NA,NA,"No Trend"
"HARTMAN J L","ECON    134A","Spring","ECON",NA,3.16826347305389,2.83956043956044,2.79354838709677,"No Trend"
"BOHN H","ECON    133","Spring","ECON",NA,3.27222222222222,3.12439024390244,NA,"No Trend"
"HARTMAN J L","ECON     10A","Spring","ECON",NA,2.77010676156584,NA,NA,"No Trend"
"BARRAGE L","ECON      2","Spring","ECON",NA,3.26821705426357,2.63242574257426,NA,"No Trend"
"BEDARD K L","ECON      1","Spring","ECON",NA,2.91461988304094,NA,NA,"No Trend"
"OPREA R D","ECON      1","Spring","ECON",NA,2.91461988304094,NA,NA,"No Trend"
"BOWERS J E","ECE     595F","Spring","ECE",NA,0,NA,NA,"No Trend"
"LI P","ECE     594BB","Spring","ECE",NA,4,NA,NA,"No Trend"
"ZHANG Z","ECE     594BB","Spring","ECE",NA,3.06,NA,NA,"No Trend"
"KLAMKIN J","ECE     227B","Spring","ECE",NA,3.80625,NA,NA,"No Trend"
"MISHRA U","ECE     221B","Spring","ECE",NA,2.93333333333333,2.74,3.6,"No Trend"
"PEDARSANI R","ECE     194E","Spring","ECE",NA,3.41538461538461,3.54285714285714,NA,"No Trend"
"MANJUNATH B S","ECE     180","Spring","ECE",NA,3.34324324324324,NA,3.41833333333333,"No Trend"
"KIM B","ECE     152A","Spring","ECE",NA,3.13739130434783,NA,NA,"No Trend"
"HESPANHA J P","ECE     147C","Spring","ECE",NA,3.78333333333333,4,4,"No Trend"
"BYL K A","ECE     130C","Spring","ECE",NA,3.148,NA,NA,"No Trend"
"CAMSARI K Y","ECE      10BL","Spring","ECE",NA,2.51538461538462,3.51176470588235,NA,"No Trend"
"CAMSARI K Y","ECE      10B","Spring","ECE",NA,2.94285714285714,3.08518518518519,NA,"No Trend"
"WYSS A R","EARTH   268","Spring","EARTH",NA,0,NA,NA,"No Trend"
"WYSS A R","EARTH   260","Spring","EARTH",NA,0,NA,NA,"No Trend"
"EILON Z C","EARTH   254","Spring","EARTH",NA,0,NA,0,"No Trend"
"LISIECKI L E","EARTH   201C","Spring","EARTH",NA,4,3.8,3.2,"No Trend"
"PORTER S M","EARTH   189","Spring","EARTH",NA,4,4,4,"No Trend"
"CLARK J","EARTH   169","Spring","EARTH",NA,2.93333333333333,NA,3.06363636363636,"No Trend"
"WYSS A R","EARTH   160","Spring","EARTH",NA,0,NA,NA,"No Trend"
"WYSS A R","EARTH   148","Spring","EARTH",NA,2.68333333333333,NA,2.78260869565217,"No Trend"
"PORTER S M","EARTH   143","Spring","EARTH",NA,2.91111111111111,NA,NA,"No Trend"
"EILON Z C","EARTH   133","Spring","EARTH",NA,2.33846153846154,NA,NA,"No Trend"
"LEA D W","EARTH   130","Spring","EARTH",NA,3.49370629370629,3.47792207792208,NA,"No Trend"
"RIOUX M E","EARTH   114","Spring","EARTH",NA,3.19230769230769,NA,NA,"No Trend"
"ALESSIO P A","EARTH   113","Spring","EARTH",NA,3.61538461538461,NA,NA,"No Trend"
"MACDONALD F A","EARTH   104A","Spring","EARTH",NA,2.93333333333333,NA,NA,"No Trend"
"RUDNICK R L","EARTH   102C","Spring","EARTH",NA,2.804,NA,3.04666666666667,"No Trend"
"JACKSON M G","EARTH    20","Spring","EARTH",NA,3.35809523809524,NA,NA,"No Trend"
"MATOZA R S","EARTH    11","Spring","EARTH",NA,3.63421052631579,3.52467532467532,3.12631578947368,"No Trend"
"AWRAMIK S M","EARTH     3","Spring","EARTH",NA,2.70810810810811,2.77906976744186,2.56153846153846,"No Trend"
"RIOUX M E","EARTH     2","Spring","EARTH",NA,3.0455223880597,NA,2.70875,"No Trend"
"FLEMING W","EACS    242","Spring","EACS",NA,4,NA,NA,"No Trend"
"FLEMING W","EACS    142","Spring","EACS",NA,3.6,NA,NA,"No Trend"
"FRUHSTUCK S","EACS    136","Spring","EACS",NA,3.38461538461538,NA,NA,"No Trend"
"STEAVU-BALINT","EACS    109B","Spring","EACS",NA,3.66875,NA,NA,"No Trend"
"LOVELL J M","EACS    103A","Spring","EACS",NA,3.06363636363636,NA,NA,"No Trend"
"LEWALLEN A","EACS      4B","Spring","EACS",NA,3.49490909090909,NA,NA,"No Trend"
"YANG M","EACS      4B","Spring","EACS",NA,3.49490909090909,3.33979591836735,NA,"No Trend"
"HILLIS G A","EACS      3","Spring","EACS",NA,3.62830188679245,3.21525423728814,3.3,"No Trend"
"SANCHEZ C A","DANCE   167B","Spring","DANCE",NA,3.33333333333333,NA,NA,"No Trend"
"COLAHAN N","DANCE   156C","Spring","DANCE",NA,3.78333333333333,NA,NA,"No Trend"
"MOSELEY D","DANCE   147F","Spring","DANCE",NA,3.88888888888889,NA,NA,"No Trend"
"MARTINS N C","DANCE   147C","Spring","DANCE",NA,3.72083333333333,NA,NA,"No Trend"
"BENNAHUM D","DANCE   145W","Spring","DANCE",NA,3.08181818181818,NA,NA,"No Trend"
"WHITED B S","DANCE   142M","Spring","DANCE",NA,3.56666666666667,NA,NA,"No Trend"
"COLAHAN N","DANCE    56F","Spring","DANCE",NA,3.48888888888889,NA,NA,"No Trend"
"SANCHEZ C A","DANCE    56C","Spring","DANCE",NA,3.95666666666667,3.92777777777778,NA,"No Trend"
"HUSTON V G","DANCE    47C","Spring","DANCE",NA,3.75,3.6,NA,"No Trend"
"MARTINS N C","DANCE    47C","Spring","DANCE",NA,3.81428571428571,NA,NA,"No Trend"
"HANSIA M S","COMM W  146","Spring","COMM",NA,3.97435897435898,NA,NA,"No Trend"
"METZGER M J","COMM    505","Spring","COMM",NA,0,0,NA,"No Trend"
"AFIFI T D","COMM    251","Spring","COMM",NA,4,NA,NA,"No Trend"
"ABRA G J","COMM    181B","Spring","COMM",NA,3.9625,NA,NA,"No Trend"
"GIBBS J L","COMM    181B","Spring","COMM",NA,3.9625,3.7,4,"No Trend"
"PARKS M M","COMM    160EC","Spring","COMM",NA,3.755,NA,NA,"No Trend"
"HAMILTON K A","COMM    160DM","Spring","COMM",NA,3.40649350649351,NA,NA,"No Trend"
"ABRA G J","COMM    150","Spring","COMM",NA,3.73918918918919,3.42083333333333,2.88571428571429,"No Trend"
"KAM J A","COMM    148","Spring","COMM",NA,3.40307692307692,NA,NA,"No Trend"
"MULLIN C R","COMM    145","Spring","COMM",NA,3.36833333333333,NA,NA,"No Trend"
"GIBBS J L","COMM    136","Spring","COMM",NA,3.56760563380282,3.69213483146067,NA,"No Trend"
"LANE D S","COMM    128","Spring","COMM",NA,3.55316455696203,NA,NA,"No Trend"
"WHITESTONE S","COMM    126","Spring","COMM",NA,3.914,NA,NA,"No Trend"
"FLANAGIN A J","COMM    118","Spring","COMM",NA,3.27567567567568,NA,NA,"No Trend"
"NABI R L","COMM    117","Spring","COMM",NA,2.57721518987342,2.71975308641975,2.76447368421053,"No Trend"
"FLANAGIN A J","COMM    116","Spring","COMM",NA,2.48039215686275,2.50350877192983,2.48076923076923,"No Trend"
"SALEEM M","COMM    114","Spring","COMM",NA,3.77530864197531,NA,NA,"No Trend"
"DUNBAR N E","COMM    107","Spring","COMM",NA,3.656,NA,NA,"No Trend"
"SALEEM M","COMM    102","Spring","COMM",NA,3.72911392405063,NA,NA,"No Trend"
"MEROLLA A J","COMM     89","Spring","COMM",NA,3.42803738317757,3.20845588235294,3.11930501930502,"No Trend"
"MATNI Z A","COMM     88","Spring","COMM",NA,2.66582278481013,NA,NA,"No Trend"
"HAMILTON K A","COMM     87","Spring","COMM",NA,3.08615384615385,3.28947368421053,NA,"No Trend"
"FELIX E D","CNCSP   291C","Spring","CNCSP",NA,4,NA,3.82857142857143,"No Trend"
"MORGAN M L","CNCSP   279C","Spring","CNCSP",NA,0,0,NA,"No Trend"
"THOMPSON M E","CNCSP   271B","Spring","CNCSP",NA,0,0,NA,"No Trend"
"GOODWIN J W","CNCSP   270","Spring","CNCSP",NA,0,NA,NA,"No Trend"
"MORGAN M L","CNCSP   268C","Spring","CNCSP",NA,4,NA,NA,"No Trend"
"CEREZO A","CNCSP   261A","Spring","CNCSP",NA,4,NA,NA,"No Trend"
"ZETZER H A","CNCSP   260C","Spring","CNCSP",NA,0,0,NA,"No Trend"
"STIFEL S W","CNCSP   225","Spring","CNCSP",NA,0,NA,NA,"No Trend"
"QUIRK M P","CNCSP   200","Spring","CNCSP",NA,3.88,NA,3.74,"No Trend"
"DOWDY E T","CNCSP   197","Spring","CNCSP",NA,3.72941176470588,NA,NA,"No Trend"
"ISRAEL T","CNCSP   197","Spring","CNCSP",NA,3.59767441860465,NA,NA,"No Trend"
"ZETZER H A","CNCSP   197","Spring","CNCSP",NA,3.92352941176471,NA,NA,"No Trend"
"ZHANG YUEXIN","CNCSP   197","Spring","CNCSP",NA,3.20769230769231,NA,NA,"No Trend"
"BURNES T R","CNCSP   114","Spring","CNCSP",NA,3.46363636363636,NA,NA,"No Trend"
"GOODWIN J W","CNCSP   101","Spring","CNCSP",NA,3.85520833333333,NA,NA,"No Trend"
"CONRAD P T","CMPTGCS 130H","Spring","CMPTGCS",NA,0,0,NA,"No Trend"
"WANG R K","CMPTGCS  10","Spring","CMPTGCS",NA,0,NA,NA,"No Trend"
"KRINTZ C","CMPSC   595J","Spring","CMPSC",NA,0,0,NA,"No Trend"
"BULTAN T","CMPSC   595C","Spring","CMPSC",NA,0,0,NA,"No Trend"
"GUPTA T","CMPSC   293G","Spring","CMPSC",NA,4,3.80952380952381,3.6,"No Trend"
"GILBERT J R","CMPSC   292F","Spring","CMPSC",NA,4,3.72727272727273,NA,"No Trend"
"SINGH A K","CMPSC   292F","Spring","CMPSC",NA,3.94117647058824,3.92222222222222,NA,"No Trend"
"SU J","CMPSC   292F","Spring","CMPSC",NA,4,NA,NA,"No Trend"
